realSum,room_type,room_shared,room_private,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,attr_index_norm,rest_index,rest_index_norm,lng,lat,is_weekend,city
223.73927477614384,Entire home/apt,False,False,3.0,True,1,0,10.0,95.0,1,2.545102879182826,1.1209138675566903,889.3738199217418,19.70869946124431,1983.265399326865,43.18127093162944,12.47158,41.90097,False,rome
161.5505108362752,Private room,False,True,2.0,True,0,1,10.0,100.0,1,3.104297532095917,0.8144106949889905,637.8392078347356,14.134642790496244,1396.6347014447306,30.40866918571233,12.46512,41.90428,False,rome
222.33652070231216,Entire home/apt,False,False,4.0,True,0,1,10.0,96.0,1,2.7304784814586065,1.580561553395234,738.1880358424403,16.358392633577946,2041.206791864716,44.44281816085153,12.47,41.896,False,rome
196.15177799078856,Entire home/apt,False,False,4.0,False,1,0,10.0,93.0,0,2.8842023854897145,1.397149791708566,572.917247037613,12.695959320031864,1950.228837930293,42.46197198717199,12.47234,41.88765,False,rome
247.81988637692,Entire home/apt,False,False,4.0,False,0,0,9.0,89.0,2,3.1099183351306228,1.7836811378473552,533.0125822449904,11.81166406883063,2257.456428165256,49.15118151813559,12.46814,41.88928,False,rome
314.6844972295607,Entire home/apt,False,False,3.0,False,0,0,10.0,100.0,1,1.3075030237272418,0.44477180554776,581.8246633539396,12.893349424420268,1425.508976178487,31.037343432061725,12.48957,41.90786,False,rome
144.01608491337993,Private room,False,True,4.0,True,1,0,10.0,94.0,1,3.8092576640526303,0.8391013541978704,318.6989848496123,7.062432433144206,886.1790797068005,19.29461329167003,12.47222,41.87494,False,rome
92.11418418160989,Private room,False,True,2.0,False,1,0,9.0,86.0,1,0.5600771042620207,0.2370404988665744,466.28981080056906,10.33307427884209,1069.442036301894,23.28476376933685,12.50534,41.89639,False,rome
120.87064269515815,Private room,False,True,2.0,True,1,0,10.0,98.0,1,3.993582069502524,1.2257284368814516,311.9164053575626,6.912129132342559,866.2063703177274,18.859751182110216,12.46752,41.87599,False,rome
103.80380146354008,Private room,False,True,2.0,False,1,0,9.0,70.0,3,4.16768013618005,2.1804085179184063,331.55986077566683,7.347431983116638,868.6953403520157,18.913943066579023,12.45799,41.88315,False,rome
94.45210763799592,Private room,False,True,2.0,False,0,1,9.0,79.0,1,4.430919821649281,1.4024964576047416,264.9233789875262,5.870754388949648,726.4081991416136,15.815951442876644,12.46644,41.87129,False,rome
136.06714516166738,Private room,False,True,3.0,False,0,1,10.0,93.0,1,1.2524206815552237,0.6532155365350987,347.3310544557838,7.69692474917743,949.3638756370724,20.670324173708725,12.50374,41.91209,False,rome
101.23208566151544,Private room,False,True,2.0,False,0,0,10.0,100.0,1,2.315708765375024,0.3217323962900639,220.07663740203307,4.876941740178016,630.0644155018954,13.718276050900874,12.52153,41.91594,False,rome
297.383863652304,Entire home/apt,False,False,4.0,False,1,0,10.0,93.0,1,3.0787490094062964,1.406061908532832,623.4745532211879,13.816319207879545,1521.6013235451394,33.12954434854219,12.46537,41.89786,False,rome
100.29691627896102,Private room,False,True,2.0,False,1,0,9.0,90.0,1,4.042385373429215,1.187812624478964,303.3648071747282,6.7226240280506016,852.5483846917118,18.56237838576261,12.468,41.875,False,rome
414.9814135085217,Entire home/apt,False,False,5.0,True,0,0,10.0,100.0,2,3.5626387971609192,1.2767876146508692,385.6065014523786,8.545116212320623,1042.7080976565358,22.702690664997625,12.46861,41.88095,False,rome
